index,year,month,day,hour,minute,target_temp
684,2018,3,16,13,45,7
685,2018,3,16,14,0,7
686,2018,3,16,14,15,7
687,2018,3,16,14,30,7
688,2018,3,16,14,45,7
689,2018,3,16,15,0,7
690,2018,3,16,15,15,7
691,2018,3,16,15,30,7
692,2018,3,16,15,45,7
693,2018,3,16,16,0,7
694,2018,3,16,16,15,7
695,2018,3,16,16,30,7
696,2018,3,16,16,45,7
697,2018,3,16,17,0,7
698,2018,3,16,17,15,7
699,2018,3,16,17,30,7
700,2018,3,16,17,45,7
701,2018,3,16,18,0,7
702,2018,3,16,18,15,7
703,2018,3,16,18,30,7
704,2018,3,16,18,45,7
705,2018,3,16,19,0,7
706,2018,3,16,19,15,7
707,2018,3,16,19,30,7
708,2018,3,16,19,45,7
709,2018,3,16,20,0,7
710,2018,3,16,20,15,7
711,2018,3,16,20,30,7
712,2018,3,16,20,45,7
713,2018,3,16,21,0,7
714,2018,3,16,21,15,7
715,2018,3,16,21,30,7
716,2018,3,16,21,45,7
717,2018,3,16,22,0,7
718,2018,3,16,22,15,7
719,2018,3,16,22,30,7
720,2018,3,16,22,45,7
721,2018,3,16,23,0,7
722,2018,3,16,23,15,7
723,2018,3,16,23,30,7
724,2018,3,16,23,45,7
725,2018,3,17,0,0,7
726,2018,3,17,0,15,7
727,2018,3,17,0,30,7
728,2018,3,17,0,45,7
729,2018,3,17,1,0,7
730,2018,3,17,1,15,7
731,2018,3,17,1,30,7
732,2018,3,17,1,45,7
733,2018,3,17,2,0,7
734,2018,3,17,2,15,7
735,2018,3,17,2,30,7
736,2018,3,17,2,45,7
737,2018,3,17,3,0,7
738,2018,3,17,3,15,7
739,2018,3,17,3,30,7
740,2018,3,17,3,45,7
741,2018,3,17,4,0,7
742,2018,3,17,4,15,7
743,2018,3,17,4,30,7
744,2018,3,17,4,45,7
745,2018,3,17,5,0,7
746,2018,3,17,5,15,7
747,2018,3,17,5,30,7
748,2018,3,17,5,45,7
749,2018,3,17,6,0,7
750,2018,3,17,6,15,7
751,2018,3,17,6,30,7
752,2018,3,17,6,45,7
753,2018,3,17,7,0,7
754,2018,3,17,7,15,7
755,2018,3,17,7,30,7
756,2018,3,17,7,45,7
757,2018,3,17,8,0,7
758,2018,3,17,8,15,7
759,2018,3,17,8,30,7
760,2018,3,17,8,45,7
761,2018,3,17,9,0,7
762,2018,3,17,9,15,7
763,2018,3,17,9,30,7
764,2018,3,17,9,45,7
765,2018,3,17,10,0,7
766,2018,3,17,10,15,7
767,2018,3,17,10,30,7
768,2018,3,17,10,45,7
769,2018,3,17,11,0,7
770,2018,3,17,11,15,7
771,2018,3,17,11,30,7
772,2018,3,17,11,45,7
773,2018,3,17,12,0,7
774,2018,3,17,12,15,7
775,2018,3,17,12,30,7
776,2018,3,17,12,45,7
777,2018,3,17,13,0,7
778,2018,3,17,13,15,7
779,2018,3,17,13,30,7
780,2018,3,17,13,45,7
781,2018,3,17,14,0,7
782,2018,3,17,14,15,7
783,2018,3,17,14,30,7
784,2018,3,17,14,45,7
785,2018,3,17,15,0,7
786,2018,3,17,15,15,7
787,2018,3,17,15,30,7
788,2018,3,17,15,45,7
789,2018,3,17,16,0,7
790,2018,3,17,16,15,7
791,2018,3,17,16,30,7
792,2018,3,17,16,45,7
793,2018,3,17,17,0,7
794,2018,3,17,17,15,7
795,2018,3,17,17,30,7
796,2018,3,17,17,45,7
797,2018,3,17,18,0,7
798,2018,3,17,18,15,7
799,2018,3,17,18,30,7
800,2018,3,17,18,45,7
801,2018,3,17,19,0,7
802,2018,3,17,19,15,7
803,2018,3,17,19,30,7
804,2018,3,17,19,45,7
805,2018,3,17,20,0,7
806,2018,3,17,20,15,7
807,2018,3,17,20,30,7
808,2018,3,17,20,45,7
809,2018,3,17,21,0,7
810,2018,3,17,21,15,7
811,2018,3,17,21,30,7
812,2018,3,17,21,45,7
813,2018,3,17,22,0,7
814,2018,3,17,22,15,7
815,2018,3,17,22,30,7
816,2018,3,17,22,45,7
817,2018,3,17,23,0,7
818,2018,3,17,23,15,7
819,2018,3,17,23,30,7
820,2018,3,17,23,45,7
821,2018,3,18,0,0,7
822,2018,3,18,0,15,7
823,2018,3,18,0,30,7
824,2018,3,18,0,45,7
825,2018,3,18,1,0,7
826,2018,3,18,1,15,7
827,2018,3,18,1,30,7
828,2018,3,18,1,45,7
829,2018,3,18,2,0,7
830,2018,3,18,2,15,7
831,2018,3,18,2,30,7
832,2018,3,18,2,45,7
833,2018,3,18,3,0,7
834,2018,3,18,3,15,7
835,2018,3,18,3,30,7
836,2018,3,18,3,45,7
837,2018,3,18,4,0,7
838,2018,3,18,4,15,7
839,2018,3,18,4,30,7
840,2018,3,18,4,45,7
841,2018,3,18,5,0,7
842,2018,3,18,5,15,7
843,2018,3,18,5,30,7
844,2018,3,18,5,45,7
845,2018,3,18,6,0,7
846,2018,3,18,6,15,7
847,2018,3,18,6,30,7
848,2018,3,18,6,45,7
849,2018,3,18,7,0,7
850,2018,3,18,7,15,7
851,2018,3,18,7,30,7
852,2018,3,18,7,45,7
853,2018,3,18,8,0,7
854,2018,3,18,8,15,7
855,2018,3,18,8,30,7
856,2018,3,18,8,45,7
857,2018,3,18,9,0,7
858,2018,3,18,9,15,7
859,2018,3,18,9,30,7
860,2018,3,18,9,45,7
861,2018,3,18,10,0,7
862,2018,3,18,10,15,7
863,2018,3,18,10,30,7
864,2018,3,18,10,45,7
865,2018,3,18,11,0,7
866,2018,3,18,11,15,7
867,2018,3,18,11,30,7
868,2018,3,18,11,45,7
869,2018,3,18,12,0,7
870,2018,3,18,12,15,7
871,2018,3,18,12,30,7
872,2018,3,18,12,45,7
873,2018,3,18,13,0,7
874,2018,3,18,13,15,7
875,2018,3,18,13,30,7
876,2018,3,18,13,45,7
877,2018,3,18,14,0,7
878,2018,3,18,14,15,7
879,2018,3,18,14,30,7
880,2018,3,18,14,45,7
881,2018,3,18,15,0,7
882,2018,3,18,15,15,7
883,2018,3,18,15,30,7
884,2018,3,18,15,45,7
885,2018,3,18,16,0,7
886,2018,3,18,16,15,7
887,2018,3,18,16,30,7
888,2018,3,18,16,45,7
889,2018,3,18,17,0,7
890,2018,3,18,17,15,7
891,2018,3,18,17,30,7
892,2018,3,18,17,45,7
893,2018,3,18,18,0,7
894,2018,3,18,18,15,7
895,2018,3,18,18,30,7
896,2018,3,18,18,45,7
897,2018,3,18,19,0,7
898,2018,3,18,19,15,7
899,2018,3,18,19,30,7
900,2018,3,18,19,45,7
901,2018,3,18,20,0,7
902,2018,3,18,20,15,7
903,2018,3,18,20,30,7
904,2018,3,18,20,45,7
905,2018,3,18,21,0,7
906,2018,3,18,21,15,7
907,2018,3,18,21,30,7
908,2018,3,18,21,45,7
909,2018,3,18,22,0,7
910,2018,3,18,22,15,7
911,2018,3,18,22,30,7
912,2018,3,18,22,45,7
913,2018,3,18,23,0,7
914,2018,3,18,23,15,7
915,2018,3,18,23,30,7
916,2018,3,18,23,45,7
917,2018,3,19,0,0,7
918,2018,3,19,0,15,7
919,2018,3,19,0,30,7
920,2018,3,19,0,45,7
921,2018,3,19,1,0,7
